restaurant_name,online_order,book_table,rate_out_of_5,total_votes,location,rest_type,approx_cost_for_two,type_of_meal
Daniyal's,Yes,No,3.5,178,Marathahalli,Casual Dining,800,Delivery
Drunken Monkey,Yes,No,3.9,97,Marathahalli,"Beverage Shop, Quick Bites",400,Delivery
Tayabbs,Yes,No,3.3,7,Whitefield,Quick Bites,350,Delivery
Petoo,Yes,No,4.0,141,Whitefield,Casual Dining,800,Delivery
Sree Krishna Kafe,Yes,No,3.7,55,Whitefield,Quick Bites,200,Delivery
China On My Plate,Yes,No,3.0,17,Whitefield,Casual Dining,800,Delivery
Cheers Life,Yes,No,3.4,4,"Varthur Main Road, Whitefield",Kiosk,300,Delivery
Lassi,Yes,No,3.3,16,Marathahalli,"Beverage Shop, Quick Bites",200,Delivery
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,43,Whitefield,Delivery,500,Delivery
INDULGE by InnerChef,Yes,No,3.6,32,Whitefield,Bakery,400,Delivery
Kaka Food Corner,Yes,No,3.4,86,Whitefield,Quick Bites,300,Delivery
Central Cafe,Yes,No,,0,Marathahalli,"Beverage Shop, Quick Bites",300,Delivery
Hoodi Baba A Str-eat Caff,Yes,No,3.7,38,Whitefield,Quick Bites,300,Delivery
Aaha,Yes,No,3.6,94,Brookefield,Quick Bites,300,Delivery
The Big Grill,Yes,No,3.4,9,Marathahalli,Quick Bites,400,Delivery
World In A Bowl,Yes,No,3.5,15,Whitefield,Delivery,600,Delivery
Ganga Foods,Yes,No,3.5,17,Marathahalli,Quick Bites,200,Delivery
The Difference,Yes,No,2.7,18,Whitefield,Casual Dining,600,Delivery
Goodness! Beverages,Yes,No,,0,Whitefield,"Takeaway, Delivery",250,Delivery
Bombay Sandwich Company,Yes,No,3.6,40,Whitefield,Delivery,400,Delivery
Swad-Deshi Restaurant,Yes,No,3.5,13,Marathahalli,Quick Bites,300,Delivery
Chikki's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,,0,Marathahalli,Quick Bites,500,Delivery
Bufferia Express,Yes,No,3.4,18,East Bangalore,Delivery,800,Delivery
Konark Restaurant,Yes,No,3.2,90,Marathahalli,Quick Bites,200,Delivery
Southern Spice,Yes,No,4.0,121,"Varthur Main Road, Whitefield",Casual Dining,800,Delivery
Erivum Puliyum,Yes,No,3.9,51,Brookefield,Quick Bites,500,Delivery
Mum?s Kitchen,Yes,No,3.5,118,Marathahalli,Delivery,200,Delivery
Treat,Yes,No,3.8,60,Whitefield,Casual Dining,800,Delivery
Rayalaseema Spices,Yes,No,3.5,35,Brookefield,Casual Dining,550,Delivery
The Big Spoon,Yes,No,3.8,45,Whitefield,Casual Dining,750,Delivery
Shukno Lanka,Yes,No,,0,Whitefield,Delivery,400,Delivery
Andhra Central,Yes,No,3.1,13,Marathahalli,Food Court,400,Delivery
Risalo Pizzeria,Yes,No,4.0,121,Brookefield,Quick Bites,900,Delivery
Agnihotri Cuisines,Yes,No,,0,Marathahalli,"Takeaway, Delivery",500,Delivery
Mad About China,Yes,No,3.9,146,Whitefield,Food Court,600,Delivery
Dragon Box,Yes,No,3.0,12,Whitefield,Takeaway,450,Delivery
Best In Klass,Yes,No,3.2,47,Whitefield,Quick Bites,200,Delivery
All Shook Up,Yes,No,3.6,34,Marathahalli,"Dessert Parlor, Beverage Shop",300,Delivery
Ginger Mint,Yes,No,3.0,5,Marathahalli,Casual Dining,600,Delivery
The Litti Company,Yes,No,3.6,26,Whitefield,"Takeaway, Delivery",400,Delivery
Snacks 24x7,No,No,,0,Whitefield,Quick Bites,250,Delivery
Vidya Bakery,Yes,No,,0,Whitefield,Bakery,500,Delivery
Dial For Cake,Yes,No,,0,Whitefield,Bakery,500,Delivery
Odians,Yes,No,3.2,38,Marathahalli,Quick Bites,500,Delivery
Daily Special,Yes,No,,0,BTM,Delivery,400,Delivery
Annalakshmi,Yes,No,,0,Whitefield,Casual Dining,400,Delivery
Hashtag Kitchen,Yes,No,3.4,51,Marathahalli,Casual Dining,600,Delivery
Punjabi by Nature 2.0,Yes,No,4.2,416,Whitefield,"Casual Dining, Microbrewery","1,600",Delivery
Meghana Grand,Yes,No,3.5,131,Whitefield,Casual Dining,800,Delivery
Funjabi Times,Yes,No,,0,Whitefield,Quick Bites,300,Delivery
UBCR,Yes,No,3.6,9,Marathahalli,Cafe,"1,000",Delivery
The Dragon Express,Yes,No,,0,Whitefield,Quick Bites,200,Delivery
Mom's Kitchen,Yes,No,,0,Whitefield,"Takeaway, Delivery",250,Delivery
Nawabi Zaica,Yes,No,3.5,19,Marathahalli,Casual Dining,600,Delivery
Bageecha,Yes,No,2.2,479,Marathahalli,Casual Dining,650,Delivery
Zaica Dine & Wine,Yes,Yes,3.8,818,Brookefield,"Casual Dining, Bar",750,Delivery
Subway,Yes,No,2.8,52,Whitefield,"Quick Bites, Food Court",600,Delivery
Kaayal,Yes,No,3.2,267,Brookefield,Casual Dining,500,Delivery
Jade,Yes,Yes,3.7,690,Brookefield,Casual Dining,750,Delivery
Juice Junction,Yes,No,3.7,17,Marathahalli,Kiosk,150,Delivery
Regale Restaurant,Yes,No,3.6,68,Marathahalli,Quick Bites,350,Delivery
Five Spice Dining,Yes,No,3.6,55,Marathahalli,Casual Dining,750,Delivery
Ambur Hot Dum Biryani,Yes,No,3.0,13,Whitefield,Quick Bites,200,Delivery
Shaan-E-Punjab,Yes,No,2.9,84,"ITPL Main Road, Whitefield",Casual Dining,500,Delivery
The Wok,Yes,No,2.8,89,Whitefield,Food Court,500,Delivery
Delhi Restaurant,Yes,No,3.6,194,Whitefield,Quick Bites,350,Delivery
Amoeba Sports Bar,Yes,Yes,3.9,568,Whitefield,"Lounge, Bar","1,000",Delivery
Paprica,Yes,No,2.6,118,Marathahalli,"Casual Dining, Bar","1,200",Delivery
Mughal Restaurant,Yes,No,3.3,218,Brookefield,Casual Dining,550,Delivery
Gelato Italiano,Yes,No,2.9,38,Whitefield,"Dessert Parlor, Kiosk",200,Delivery
Momo Bites,Yes,No,3.4,19,Marathahalli,Food Court,350,Delivery
Kolkata Famous Kathi Rolls,Yes,No,3.6,37,Brookefield,Quick Bites,150,Delivery
Srinathji's,Yes,Yes,3.9,663,Marathahalli,Casual Dining,750,Delivery
Happy Singh,Yes,No,3.8,507,Whitefield,Casual Dining,900,Delivery
Decker's Lane,Yes,No,2.1,242,Marathahalli,Quick Bites,400,Delivery
Indian Tadka,Yes,No,3.7,214,Whitefield,Food Court,700,Delivery
Jaffa's Biryani,Yes,No,3.8,429,Marathahalli,Casual Dining,550,Delivery
Biryani Park,Yes,No,3.5,86,Brookefield,Casual Dining,500,Delivery
Sbarro,Yes,No,3.3,80,Whitefield,Food Court,500,Delivery
The Diner,Yes,No,3.6,197,Whitefield,Casual Dining,700,Delivery
Master Brothers,Yes,No,3.3,7,Whitefield,Bakery,450,Delivery
A Southern Fair,Yes,No,3.2,16,Whitefield,Casual Dining,750,Delivery
Nashta Pani -The Gujarat's Special,Yes,No,3.4,83,Marathahalli,Quick Bites,200,Delivery
BHR Foods,Yes,No,3.4,7,Whitefield,Quick Bites,350,Delivery
Imli,No,No,3.3,13,Marathahalli,Quick Bites,250,Delivery
Marhaba,Yes,No,3.4,8,Whitefield,Food Court,500,Delivery
Dilli Dil Se,Yes,No,3.6,20,Whitefield,Casual Dining,400,Delivery
Samosa Express,Yes,No,2.8,20,Marathahalli,Quick Bites,150,Delivery
Swaadam Biryanis,Yes,No,,0,Marathahalli,Delivery,300,Delivery
Devanshi Foods,Yes,No,,0,Marathahalli,Quick Bites,400,Delivery
Waffle House,Yes,No,3.6,28,Marathahalli,Dessert Parlor,300,Delivery
Bismillah Bawarchi,Yes,No,3.6,42,Brookefield,Quick Bites,300,Delivery
Food Factory,Yes,No,3.4,8,Marathahalli,"Takeaway, Delivery",400,Delivery
Kamakshi Kitchen,Yes,No,3.7,28,Marathahalli,Quick Bites,350,Delivery
Chination,Yes,No,,0,Marathahalli,Delivery,600,Delivery
Chawla's 2 Online.com,Yes,No,,0,Marathahalli,Delivery,800,Delivery
Crepe Connection,Yes,No,,0,Marathahalli,Quick Bites,400,Delivery
Romy's Kitchen,Yes,No,,0,Marathahalli,Casual Dining,450,Delivery
Bottle Genie,Yes,No,,0,Marathahalli,Beverage Shop,350,Delivery
The Hyderabadi Cooks,Yes,No,,0,Brookefield,Quick Bites,300,Delivery
Andhra Star Biryani,Yes,No,3.2,6,Brookefield,Quick Bites,200,Delivery
Khane Ka Khazana,Yes,No,3.5,17,"ITPL Main Road, Whitefield",Quick Bites,250,Delivery
HMS Hyderabad Bawarchi,Yes,No,,0,Whitefield,Casual Dining,500,Delivery
SOGO - Shakes On The Go,Yes,No,,0,Brookefield,Dessert Parlor,350,Delivery
D'Brooks,Yes,No,3.4,8,Brookefield,Quick Bites,400,Delivery
Andhra Vindu Multi Cuisine Restaurant,Yes,No,3.3,11,Marathahalli,Casual Dining,600,Delivery
The Red Tandoor,Yes,No,3.3,6,Marathahalli,Quick Bites,400,Delivery
Smoor,Yes,No,3.7,16,Whitefield,Dessert Parlor,900,Delivery
Mother's Food,Yes,No,3.9,62,Whitefield,Quick Bites,200,Delivery
Aahar Vihar,Yes,No,4.0,68,Marathahalli,Quick Bites,250,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,3.7,11,"Varthur Main Road, Whitefield","Takeaway, Delivery",300,Delivery
Chef Delicacies,Yes,No,2.7,6,"Varthur Main Road, Whitefield","Takeaway, Delivery",400,Delivery
Black Rock Cafe,Yes,No,3.5,22,Marathahalli,Cafe,500,Delivery
The Duke of Juices,Yes,No,,0,"Varthur Main Road, Whitefield",Quick Bites,200,Delivery
Food Singh,Yes,No,,0,Marathahalli,Delivery,500,Delivery
Navab's,Yes,No,,0,Marathahalli,Delivery,600,Delivery
Sethi's,Yes,No,,0,Marathahalli,Delivery,600,Delivery
Delhi Food Factory,Yes,No,,0,Marathahalli,Delivery,500,Delivery
Hottey Smokey,Yes,No,,0,"Varthur Main Road, Whitefield",Quick Bites,400,Delivery
Carlos Cake Cafe,Yes,No,3.3,7,Marathahalli,Bakery,300,Delivery
Tasty Box,Yes,No,,0,East Bangalore,Delivery,300,Delivery
Momo Time,Yes,No,,0,Whitefield,Quick Bites,300,Delivery
Desi Qulfi,Yes,No,,0,Whitefield,Dessert Parlor,150,Delivery
The Andhra Bhojanam,Yes,No,3.2,4,"ITPL Main Road, Whitefield",Bhojanalya,300,Delivery
Lassi Magic,Yes,No,3.5,12,Marathahalli,Quick Bites,150,Delivery
Masale Daan,Yes,No,,0,"Varthur Main Road, Whitefield",,350,Delivery
MealBox Inc.,Yes,No,4.0,34,Marathahalli,Casual Dining,800,Delivery
Hasee-E-Shan Makers Of Biryani,Yes,No,3.5,15,Whitefield,Casual Dining,500,Delivery
New Milestone Restaurant,Yes,No,,0,Marathahalli,Casual Dining,700,Delivery
Cafe Noir,Yes,No,3.4,4,Whitefield,Casual Dining,"1,500",Delivery
Food Box -The Taste Of Odisha,Yes,No,,0,Marathahalli,Quick Bites,350,Delivery
Curries and Pickles,Yes,No,,0,Marathahalli,Quick Bites,250,Delivery
Rajwada Food,Yes,No,3.5,16,Marathahalli,Quick Bites,300,Delivery
Kingley Grand,Yes,No,3.5,11,Marathahalli,Casual Dining,600,Delivery
Spicy Onion,Yes,No,3.6,30,Whitefield,Casual Dining,400,Delivery
Quality Eat,Yes,No,,0,Whitefield,Casual Dining,400,Delivery
Fusion Panda,Yes,No,3.5,10,Whitefield,"Casual Dining, Quick Bites",300,Delivery
Potpourri Kitchen,Yes,No,3.6,11,Marathahalli,Casual Dining,500,Delivery
RPS Food Corner,Yes,No,3.2,7,Marathahalli,Quick Bites,400,Delivery
New Shanthi Sagar,Yes,No,3.8,15,"Varthur Main Road, Whitefield","Takeaway, Delivery",300,Delivery
Speedy Chow,Yes,No,,0,Marathahalli,Casual Dining,500,Delivery
Kalinga Delicacies Restaurant,Yes,No,3.1,11,Brookefield,Casual Dining,400,Delivery
Maa Durga Restaurant,Yes,No,3.2,4,Whitefield,Quick Bites,300,Delivery
Sri Vinayaka 99 Variety Dosa,Yes,No,,0,Marathahalli,Quick Bites,350,Delivery
Anushka Restaurant,Yes,No,,0,Whitefield,Casual Dining,550,Delivery
The Chai Stop,Yes,No,,0,Brookefield,Quick Bites,200,Delivery
Foody's Land,Yes,No,,0,Old Airport Road,Quick Bites,300,Delivery
Cold Fusion,Yes,No,,0,Whitefield,Dessert Parlor,300,Delivery
New Udupi Shubh Sagar,Yes,No,,0,Whitefield,Quick Bites,400,Delivery
Canopus Multicuisine Restaurant,Yes,No,,0,Marathahalli,Casual Dining,800,Delivery
Oregano Pasta & Pizza,Yes,No,,0,Whitefield,Quick Bites,300,Delivery
Amaravati Food Court,Yes,No,3.4,6,Whitefield,Quick Bites,300,Delivery
Bakingo,Yes,No,,0,Marathahalli,Bakery,500,Delivery
Milkyway Ice Creams & Fast Food,Yes,No,,0,"ITPL Main Road, Whitefield",Quick Bites,200,Delivery
Kitchens Of Chettinad,Yes,No,,0,Whitefield,Quick Bites,250,Delivery
The Grains,Yes,No,,0,Marathahalli,Quick Bites,300,Delivery
Indian Chulha,Yes,No,,0,Whitefield,Quick Bites,200,Delivery
Pita Pit,Yes,No,,0,Whitefield,Quick Bites,600,Delivery
Sangam Sweets,Yes,No,,0,Marathahalli,Sweet Shop,200,Delivery
Maashpacheez,Yes,No,3.6,17,Marathahalli,Quick Bites,300,Delivery
The Square Table,Yes,Yes,4.2,560,Whitefield,Casual Dining,"1,000",Delivery
Nawab Di Biryani,Yes,No,,0,Whitefield,"Takeaway, Delivery",400,Delivery
The Spice Pavillion,Yes,No,3.7,125,Marathahalli,Casual Dining,600,Delivery
Absolute Shawarma,Yes,No,,0,Brookefield,"Takeaway, Delivery",150,Delivery
Risalo Restaurant,Yes,No,,0,Brookefield,Quick Bites,400,Delivery
Lenny's Burgers,Yes,No,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery",500,Delivery
Happy Eats,Yes,No,,0,Whitefield,Delivery,300,Delivery
Rivayat,Yes,No,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery",500,Delivery
Tummy Singh,Yes,No,,0,Brookefield,Quick Bites,700,Delivery
Jalsa,Yes,Yes,4.2,2173,Marathahalli,Casual Dining,"1,500",Delivery
Tastybites.com,Yes,No,3.7,82,Brookefield,Quick Bites,150,Delivery
Apoorva Multi Cuisine Restaurant,Yes,No,3.9,236,Brookefield,Casual Dining,750,Delivery
Kaafi Desi,Yes,No,4.1,515,Marathahalli,Quick Bites,150,Delivery
Gaura's Secret Recipe,Yes,No,3.8,31,Marathahalli,Delivery,250,Delivery
Spicy House,Yes,No,3.7,95,Marathahalli,Quick Bites,500,Delivery
Crunchie Corner,Yes,No,4.0,44,Brookefield,Quick Bites,450,Delivery
Namak Swad Anusaar,Yes,No,3.8,155,Marathahalli,Quick Bites,400,Delivery
Shaadi Ki Biryani,Yes,No,2.6,22,"Varthur Main Road, Whitefield","Takeaway, Delivery",600,Delivery
The Pallavas ( Authentic Taste Of Southern Cuisine ),Yes,No,3.7,24,Brookefield,Quick Bites,400,Delivery
Pita Pocket Factory,Yes,No,3.6,27,Brookefield,Casual Dining,500,Delivery
The London Shakes,Yes,No,4.1,31,Marathahalli,Quick Bites,300,Delivery
Food Square,Yes,No,3.6,16,Marathahalli,Quick Bites,200,Delivery
Aashirvaad Restaurant,Yes,No,3.1,249,Marathahalli,Quick Bites,300,Delivery
Beyond Elements,Yes,Yes,4.1,859,Whitefield,"Casual Dining, Cafe",900,Delivery
Salt Mango Tree,Yes,No,4.3,517,Whitefield,Casual Dining,"1,000",Delivery
Mr Manchurian,Yes,No,3.6,198,Marathahalli,Food Court,500,Delivery
Daily Sushi,Yes,No,3.5,16,Marathahalli,Quick Bites,900,Delivery
Golkonda Chimney,Yes,Yes,3.7,1813,Marathahalli,Casual Dining,850,Delivery
Moriz Restaurant,Yes,No,2.9,667,Marathahalli,Casual Dining,800,Delivery
Nikhil's Food Court,Yes,No,,0,Brookefield,Quick Bites,300,Delivery
Thalis Of India,Yes,No,3.3,18,Whitefield,Delivery,500,Delivery
Crazy Crush - Juices & Desserts Cafe,Yes,No,3.4,9,Whitefield,Beverage Shop,300,Delivery
Odisha Kitchen,Yes,No,3.1,95,Marathahalli,Quick Bites,500,Delivery
Rolls & Bowls,Yes,No,4.4,143,Brookefield,Quick Bites,250,Delivery
Not Just Waffles,Yes,No,4.1,120,Brookefield,Dessert Parlor,400,Delivery
Swadist Restaurant,Yes,No,3.6,53,Marathahalli,Quick Bites,300,Delivery
Sri Lakshmi Vaibhav,Yes,No,4.0,156,Whitefield,Casual Dining,500,Delivery
Auntie Fung's,Yes,No,,0,Whitefield,Food Court,700,Delivery
King Of Spices,Yes,No,3.7,25,Whitefield,Casual Dining,500,Delivery
The Delhiwala's Kitchen-Pure Veg,Yes,No,,0,Brookefield,Quick Bites,200,Delivery
Basmati's Briyani Nation,Yes,No,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery",350,Delivery
Wangs Kitchen,Yes,No,3.0,382,Marathahalli,Casual Dining,"1,000",Delivery
Sri Jayadurga Biryani,Yes,No,3.7,38,Marathahalli,"Takeaway, Delivery",300,Delivery
Brooks 37,Yes,Yes,4.1,237,Brookefield,"Casual Dining, Bar","1,000",Delivery
Ji Hazoor,Yes,Yes,4.0,2807,Whitefield,"Casual Dining, Bar","1,100",Delivery
Meena's Kitchen,Yes,No,3.5,10,Marathahalli,Delivery,400,Delivery
The Deli - The Den Bengaluru,Yes,No,3.7,23,"ITPL Main Road, Whitefield",Bakery,600,Delivery
Oregano Soul Food,Yes,No,4.1,142,Whitefield,Cafe,700,Delivery
Mainland China,Yes,Yes,4.7,1512,Whitefield,Casual Dining,"1,700",Delivery
The North and South Restaurant,Yes,No,3.2,15,Whitefield,"Takeaway, Delivery",400,Delivery
Biryani@Bangalore,No,No,2.9,86,Marathahalli,"Takeaway, Delivery",300,Delivery
Sizzles,No,No,,0,Whitefield,Casual Dining,800,Delivery
Chefie,Yes,No,,0,Whitefield,"Takeaway, Delivery",200,Delivery
Biryani Pot,No,No,3.2,10,Marathahalli,"Takeaway, Delivery",500,Delivery
Late Night,No,No,3.0,17,Marathahalli,,500,Delivery
Owl's Kitchen,No,No,2.7,100,Marathahalli,,500,Delivery
Utopia,No,No,2.8,59,Marathahalli,Casual Dining,550,Delivery
Hyderabadi Dum Biriyani,No,No,,0,Whitefield,Quick Bites,350,Delivery
Teja Special Kitchen,No,No,,0,Whitefield,Delivery,200,Delivery
Tasty Homely Food,Yes,No,,0,"ITPL Main Road, Whitefield","Takeaway, Delivery",350,Delivery
Me And My Cake,No,No,,0,Whitefield,Bakery,500,Delivery
Paratha Mania,Yes,No,,0,"ITPL Main Road, Whitefield","Takeaway, Delivery",200,Delivery
Sardar Tikka Singh,Yes,No,,0,Marathahalli,"Takeaway, Delivery",500,Delivery
House Of Combos,Yes,No,,0,Marathahalli,Delivery,600,Delivery
Choice of Food,No,No,,0,Whitefield,Delivery,200,Delivery
Wok Steam & Grills,Yes,No,3.7,41,Marathahalli,"Takeaway, Delivery",400,Delivery
Nitehunger,Yes,No,2.6,119,Marathahalli,"Takeaway, Delivery",500,Delivery
"Vindhwashni Bakers, Confectioner & Florist",Yes,No,,0,Whitefield,Bakery,400,Delivery
Happy Endings,Yes,No,4.1,180,"ITPL Main Road, Whitefield","Bakery, Dessert Parlor",300,Delivery
Amaravathi Biryani Zone,Yes,No,,0,Whitefield,Quick Bites,600,Delivery
Moon King Hotel,Yes,No,,0,KR Puram,"Takeaway, Delivery",250,Delivery
Andhra Ghumaghumalu,Yes,No,,0,Whitefield,Quick Bites,300,Delivery
Onesta,Yes,Yes,4.3,840,Brookefield,"Casual Dining, Cafe",600,Desserts
Kesar Sweet Shop and Fast Food,No,No,4.1,1123,Brookefield,Quick Bites,500,Desserts
Breads and Banter,No,Yes,4.2,65,Brookefield,"Cafe, Bakery",400,Desserts
Gowri Gajanand Sweets,Yes,No,4.0,63,Brookefield,Sweet Shop,300,Desserts
Lassi Corner,Yes,No,3.6,23,Brookefield,Beverage Shop,150,Desserts
Kanti Sweets,Yes,No,4.2,218,Brookefield,Sweet Shop,400,Desserts
Chef Baker's,Yes,No,4.0,544,Brookefield,Bakery,450,Desserts
Cake Dilim,Yes,No,3.6,67,Brookefield,Bakery,400,Desserts
Not Just Waffles,Yes,No,4.1,120,Brookefield,Dessert Parlor,400,Desserts
The Belgian Waffle Company,Yes,No,3.9,48,Brookefield,Dessert Parlor,250,Desserts
Gelato Italiano,Yes,No,3.4,5,Brookefield,Dessert Parlor,200,Desserts
Dunkin' Donuts,Yes,No,4.0,180,Brookefield,"Quick Bites, Dessert Parlor",550,Desserts
Baskin Robbins,Yes,No,3.9,51,Brookefield,Dessert Parlor,250,Desserts
Cupcake Bliss,Yes,No,3.3,7,Brookefield,Bakery,250,Desserts
Cocoa Bakes,No,No,,0,Brookefield,Bakery,300,Desserts
Midas Touch,No,No,3.2,19,Brookefield,Bakery,300,Desserts
Frozen Bottle,Yes,No,3.8,58,Brookefield,Beverage Shop,400,Desserts
Orchard Fresh,No,No,3.3,21,Brookefield,Dessert Parlor,400,Desserts
Just Bake,Yes,No,3.7,81,Brookefield,Bakery,400,Desserts
Creamy Zone,No,No,3.2,4,Brookefield,Dessert Parlor,100,Desserts
Cream and Fudge,Yes,No,3.1,9,Brookefield,Dessert Parlor,250,Desserts
Celebrations 365,Yes,No,3.3,4,Brookefield,Dessert Parlor,350,Desserts
SOGO - Shakes On The Go,Yes,No,,0,Brookefield,Dessert Parlor,350,Desserts
Dhanlaxmi Sweets & Chats,No,No,,0,Brookefield,Sweet Shop,400,Desserts
Grandees Bakes & Juice,No,No,,0,Brookefield,"Bakery, Quick Bites",250,Desserts
Warm Oven,Yes,No,3.4,12,Brookefield,Bakery,500,Desserts
Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.5,733,Whitefield,"Cafe, Dessert Parlor",900,Desserts
Corner House Ice Cream,Yes,No,4.5,949,Marathahalli,Dessert Parlor,400,Desserts
eat.fit,Yes,No,4.4,1034,Whitefield,Delivery,500,Desserts
Waffle Square,Yes,No,3.9,24,Marathahalli,"Dessert Parlor, Beverage Shop",300,Desserts
Stonelicious,Yes,No,4.1,284,Marathahalli,Dessert Parlor,300,Desserts
Polar Bear,Yes,No,4.5,41,"Varthur Main Road, Whitefield","Takeaway, Delivery",300,Desserts
Chez Mariannick,No,No,4.1,395,Whitefield,Casual Dining,"1,000",Desserts
Pulla Reddy Sweets,No,No,3.7,28,Whitefield,Sweet Shop,250,Desserts
Apsara Ice Cream,No,No,4.0,90,Whitefield,Dessert Parlor,200,Desserts
Third Wave Coffee Roasters,No,No,,0,Whitefield,Cafe,800,Desserts
The Chocolate Heaven,Yes,No,3.1,175,Whitefield,"Dessert Parlor, Quick Bites",600,Desserts
Cold Stone Creamery,Yes,No,4.3,501,Whitefield,Dessert Parlor,400,Desserts
The Waffcake Legacy,Yes,No,4.0,167,Marathahalli,Dessert Parlor,350,Desserts
Little Black Choux,No,No,4.0,35,Whitefield,Bakery,250,Desserts
Starbucks,No,No,3.9,34,Whitefield,Cafe,700,Desserts
Cake Menu,Yes,No,3.5,25,Marathahalli,Bakery,400,Desserts
Bakingo,Yes,No,,0,Marathahalli,Bakery,500,Desserts
Mojo Bites,No,No,3.9,23,Whitefield,Quick Bites,250,Desserts
Facebake,No,No,4.0,50,Marathahalli,Dessert Parlor,300,Desserts
Waffle House,Yes,No,3.6,28,Marathahalli,Dessert Parlor,300,Desserts
Kartik's Mithai Shoppe,No,No,3.5,22,Marathahalli,"Quick Bites, Sweet Shop",150,Desserts
Whitefield Baking Company - Bengaluru Marriott Hotel...,No,No,3.9,57,Whitefield,"Bakery, Cafe",400,Desserts
Bombay Kulfis,No,No,,0,Whitefield,Dessert Parlor,200,Desserts
The 3 Musketeers,No,No,3.2,5,Whitefield,Dessert Parlor,200,Desserts
Parasme,Yes,No,3.6,42,Marathahalli,"Quick Bites, Dessert Parlor",400,Desserts
Sweet Chariot,No,No,2.8,34,Marathahalli,"Bakery, Dessert Parlor",500,Desserts
Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,200,Desserts
KC Das - Sweet Sensation,No,No,2.9,31,Whitefield,"Sweet Shop, Quick Bites",200,Desserts
Ooty Chocolates,Yes,No,3.6,16,Whitefield,Dessert Parlor,300,Desserts
Mad Over Donuts,Yes,No,3.9,124,Whitefield,Dessert Parlor,450,Desserts
Kheer Kadamb - Bengali Sweets and Snacks,No,No,,0,Whitefield,"Sweet Shop, Quick Bites",300,Desserts
Daily Bread,No,No,3.6,18,Marathahalli,"Bakery, Quick Bites",600,Desserts
Ice Stone Creamery,No,No,3.4,5,Whitefield,"Food Court, Dessert Parlor",400,Desserts
The Healthy Bakes,No,No,,0,Marathahalli,Bakery,500,Desserts
Renees Cake Art,No,No,,0,"Varthur Main Road, Whitefield",Bakery,400,Desserts
Cake Mane,No,No,,0,Marathahalli,Bakery,400,Desserts
The French Loaf,No,No,,0,Marathahalli,Bakery,300,Desserts
Sugarkiss Bake Studio,No,No,,0,Whitefield,Bakery,400,Desserts
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,No,No,3.2,40,Marathahalli,"Cafe, Quick Bites",400,Desserts
Bangalore Agarwal Bhavan,Yes,No,3.3,6,Whitefield,Sweet Shop,500,Desserts
Cookie Man,Yes,No,3.2,11,Whitefield,Dessert Parlor,150,Desserts
Waffle Stories,Yes,No,3.6,13,Marathahalli,Dessert Parlor,300,Desserts
Petit Crumbs,No,No,,0,Marathahalli,Bakery,300,Desserts
Sweet Alley,No,No,3.4,6,Marathahalli,"Takeaway, Delivery",400,Desserts
Kitchen Aroma,No,No,3.4,7,Whitefield,Takeaway,400,Desserts
Raj Sweets,No,No,,0,Whitefield,Sweet Shop,200,Desserts
Oven Fresh,No,No,,0,Marathahalli,Bakery,600,Desserts
Apsara Ice Cream,No,No,3.2,4,Whitefield,Dessert Parlor,200,Desserts
Disha's Cake Boutique,No,No,,0,Marathahalli,Delivery,400,Desserts
Me And My Cake,No,No,,0,Whitefield,Bakery,500,Desserts
Creamiester,No,No,,0,Whitefield,Dessert Parlor,300,Desserts
The Cake Shop,No,No,,0,Whitefield,Bakery,700,Desserts
Ice Crystal Gola,No,No,,0,Marathahalli,Dessert Parlor,100,Desserts
Sweet Truth,Yes,No,3.9,12,"ITPL Main Road, Whitefield",Delivery,500,Desserts
XO Belgian Waffle,No,No,,0,Whitefield,Pop Up,500,Desserts
Cold Fusion,Yes,No,,0,Whitefield,Dessert Parlor,300,Desserts
Melting Melodies,Yes,No,,0,Whitefield,Bakery,600,Desserts
Aditya Sweets,Yes,No,3.7,21,Whitefield,Sweet Shop,200,Desserts
Amadora Gourmet Ice Cream & Sorbet,No,No,,0,Whitefield,Dessert Parlor,500,Desserts
Magic scoops N Smiles,No,No,,0,Whitefield,Dessert Parlor,200,Desserts
Gilly's Restobar,No,Yes,4.4,1700,Brookefield,"Pub, Casual Dining","1,200",Dine-out
Chulha Chauki Da Dhaba,Yes,No,4.1,2143,Brookefield,Casual Dining,800,Dine-out
Brooks 37,Yes,Yes,4.1,237,Brookefield,"Casual Dining, Bar","1,000",Dine-out
Onesta,Yes,Yes,4.3,840,Brookefield,"Casual Dining, Cafe",600,Dine-out
Imperio Restaurant,Yes,Yes,4.2,767,Brookefield,Casual Dining,700,Dine-out
Buddha Treats,Yes,No,4.2,351,Brookefield,Casual Dining,600,Dine-out
Chai Galli,Yes,No,4.2,819,Brookefield,Cafe,300,Dine-out
